  THETA                    PHI
  0.000000000000000E+000  0.000000000000000E+000
  0.224399481500898       0.000000000000000E+000
  0.448798963001796       0.000000000000000E+000
  0.673198444502694       0.000000000000000E+000
  0.897597926003592       0.000000000000000E+000
   1.12199740750449       0.000000000000000E+000
   1.34639688900539       0.000000000000000E+000
   1.57079637050629       0.000000000000000E+000
