 R [pc]      Z [pc]     j_nu   [W/Hz/pc^3]  krho  [pc^-1]
       0.0000000       0.0000000   1.1554091e+13      0.00000
       0.0000000       50.000000   8.6862620e+12      0.00000
       0.0000000       100.00000   4.9848265e+12      0.00000
       0.0000000       150.00000   2.5846235e+12      0.00000
       0.0000000       200.00000   1.2552910e+12      0.00000
       0.0000000       300.00000   2.7141415e+11      0.00000
       0.0000000       400.00000   5.7417937e+10      0.00000
       0.0000000       600.00000   2.6572272e+09      0.00000
       0.0000000       800.00000   1.2891790e+08      0.00000
       0.0000000       1000.0000       6563733.8      0.00000
       0.0000000       1500.0000       4307.9958      0.00000
       0.0000000       2000.0000       3.0504202      0.00000
       0.0000000       2500.0000    0.0022337234      0.00000
       0.0000000       3000.0000   1.6591950e-06      0.00000
       0.0000000       3500.0000   1.2406322e-09      0.00000
       0.0000000       4000.0000   9.2635283e-13      0.00000
       0.0000000       5000.0000   5.2270187e-19      0.00000
       0.0000000       5500.0000   3.9352840e-22      0.00000
       0.0000000       6000.0000   2.9630388e-25      0.00000
       0.0000000       7000.0000   1.6723508e-31      0.00000
       0.0000000       8000.0000   9.4843938e-38      0.00000
       0.0000000       10000.000   3.0779243e-50      0.00000
       50.000000       0.0000000   1.0739716e+13      0.00000
       50.000000       50.000000   8.2816689e+12      0.00000
       50.000000       100.00000   4.9916160e+12      0.00000
       50.000000       150.00000   2.6280970e+12      0.00000
       50.000000       200.00000   1.2809138e+12      0.00000
       50.000000       300.00000   2.7693972e+11      0.00000
       50.000000       400.00000   5.8260097e+10      0.00000
       50.000000       600.00000   2.6867245e+09      0.00000
       50.000000       800.00000   1.3015543e+08      0.00000
       50.000000       1000.0000       6621971.0      0.00000
       50.000000       1500.0000       4342.6466      0.00000
       50.000000       2000.0000       3.0751495      0.00000
       50.000000       2500.0000    0.0022546226      0.00000
       50.000000       3000.0000   1.6729663e-06      0.00000
       50.000000       3500.0000   1.2522816e-09      0.00000
       50.000000       4000.0000   9.3615460e-13      0.00000
       50.000000       5000.0000   5.2774099e-19      0.00000
       50.000000       5500.0000   3.9751256e-22      0.00000
       50.000000       6000.0000   2.9933081e-25      0.00000
       50.000000       7000.0000   1.6900449e-31      0.00000
       50.000000       8000.0000   9.5849554e-38      0.00000
       50.000000       10000.000   3.1109408e-50      0.00000
       100.00000       0.0000000   8.9333624e+12      0.00000
       100.00000       50.000000   7.3761458e+12      0.00000
       100.00000       100.00000   4.7127972e+12      0.00000
       100.00000       150.00000   2.5720327e+12      0.00000
       100.00000       200.00000   1.2787279e+12      0.00000
       100.00000       300.00000   2.8286961e+11      0.00000
       100.00000       400.00000   6.0278001e+10      0.00000
       100.00000       600.00000   2.7447279e+09      0.00000
       100.00000       800.00000   1.3211966e+08      0.00000
       100.00000       1000.0000       6702129.6      0.00000
       100.00000       1500.0000       4383.0315      0.00000
       100.00000       2000.0000       3.0989634      0.00000
       100.00000       2500.0000    0.0022734138      0.00000
       100.00000       3000.0000   1.6861314e-06      0.00000
       100.00000       3500.0000   1.2632164e-09      0.00000
       100.00000       4000.0000   9.4474456e-13      0.00000
       100.00000       5000.0000   5.3273273e-19      0.00000
       100.00000       5500.0000   4.0130654e-22      0.00000
       100.00000       6000.0000   3.0230377e-25      0.00000
       100.00000       7000.0000   1.7072519e-31      0.00000
       100.00000       8000.0000   9.6929556e-38      0.00000
       100.00000       10000.000   3.1493281e-50      0.00000
       150.00000       0.0000000   7.8194652e+12      0.00000
       150.00000       50.000000   6.6077103e+12      0.00000
       150.00000       100.00000   4.3461315e+12      0.00000
       150.00000       150.00000   2.4425080e+12      0.00000
       150.00000       200.00000   1.2383461e+12      0.00000
       150.00000       300.00000   2.8204021e+11      0.00000
       150.00000       400.00000   6.1155929e+10      0.00000
       150.00000       600.00000   2.8561760e+09      0.00000
       150.00000       800.00000   1.3560944e+08      0.00000
       150.00000       1000.0000       6828494.1      0.00000
       150.00000       1500.0000       4434.1174      0.00000
       150.00000       2000.0000       3.1294253      0.00000
       150.00000       2500.0000    0.0022935942      0.00000
       150.00000       3000.0000   1.7001342e-06      0.00000
       150.00000       3500.0000   1.2744992e-09      0.00000
       150.00000       4000.0000   9.5345124e-13      0.00000
       150.00000       5000.0000   5.3751423e-19      0.00000
       150.00000       5500.0000   4.0521693e-22      0.00000
       150.00000       6000.0000   3.0505005e-25      0.00000
       150.00000       7000.0000   1.7245440e-31      0.00000
       150.00000       8000.0000   9.7959888e-38      0.00000
       150.00000       10000.000   3.1888695e-50      0.00000
       200.00000       0.0000000   7.0462100e+12      0.00000
       200.00000       50.000000   6.0141775e+12      0.00000
       200.00000       100.00000   4.0311722e+12      0.00000
       200.00000       150.00000   2.2924513e+12      0.00000
       200.00000       200.00000   1.1828391e+12      0.00000
       200.00000       300.00000   2.7819837e+11      0.00000
       200.00000       400.00000   6.1288366e+10      0.00000
       200.00000       600.00000   2.9139187e+09      0.00000
       200.00000       800.00000   1.4118106e+08      0.00000
       200.00000       1000.0000       7021650.3      0.00000
       200.00000       1500.0000       4497.4149      0.00000
       200.00000       2000.0000       3.1640011      0.00000
       200.00000       2500.0000    0.0023152296      0.00000
       200.00000       3000.0000   1.7161359e-06      0.00000
       200.00000       3500.0000   1.2858966e-09      0.00000
       200.00000       4000.0000   9.6245133e-13      0.00000
       200.00000       5000.0000   5.4212173e-19      0.00000
       200.00000       5500.0000   4.0900060e-22      0.00000
       200.00000       6000.0000   3.0784004e-25      0.00000
       200.00000       7000.0000   1.7418884e-31      0.00000
       200.00000       8000.0000   9.8973895e-38      0.00000
       200.00000       10000.000   3.2280275e-50      0.00000
       300.00000       0.0000000   6.0382824e+12      0.00000
       300.00000       50.000000   5.1492570e+12      0.00000
       300.00000       100.00000   3.5595291e+12      0.00000
       300.00000       150.00000   2.0335337e+12      0.00000
       300.00000       200.00000   1.0768008e+12      0.00000
       300.00000       300.00000   2.5701332e+11      0.00000
       300.00000       400.00000   5.9705122e+10      0.00000
       300.00000       600.00000   3.0298757e+09      0.00000
       300.00000       800.00000   1.4477363e+08      0.00000
       300.00000       1000.0000       7518054.8      0.00000
       300.00000       1500.0000       4696.0780      0.00000
       300.00000       2000.0000       3.2571515      0.00000
       300.00000       2500.0000    0.0023649113      0.00000
       300.00000       3000.0000   1.7524459e-06      0.00000
       300.00000       3500.0000   1.3097316e-09      0.00000
       300.00000       4000.0000   9.8133173e-13      0.00000
       300.00000       5000.0000   5.5208452e-19      0.00000
       300.00000       5500.0000   4.1666809e-22      0.00000
       300.00000       6000.0000   3.1354554e-25      0.00000
       300.00000       7000.0000   1.7761476e-31      0.00000
       300.00000       8000.0000   1.0106991e-37      0.00000
       300.00000       10000.000   3.3095403e-50      0.00000
       400.00000       0.0000000   5.3935664e+12      0.00000
       400.00000       50.000000   4.6143225e+12      0.00000
       400.00000       100.00000   3.1438688e+12      0.00000
