#Blackbody from generate_blackbody_input.pro
#temperature =       10000.0
#total luminosity [ergs s^-1] =    3.8390000e+38
#total luminosity [solar] =        100000.00
#
#wavelength [microns], luminosity [ergs s^-1 Hz^-1], luminosity [ergs s^-1 um^-1]
    0.0900000   1.3223998e+20   4.8943896e+36
    0.0900900   1.3396749e+20   4.9484207e+36
    0.0901802   1.3571566e+20   5.0029759e+36
    0.0902704   1.3748415e+20   5.0580425e+36
    0.0903607   1.3927331e+20   5.1136285e+36
    0.0904512   1.4108406e+20   5.1697607e+36
    0.0905416   1.4291561e+20   5.2264114e+36
    0.0906323   1.4476908e+20   5.2836125e+36
    0.0907229   1.4664377e+20   5.3413402e+36
    0.0908137   1.4854051e+20   5.3996161e+36
    0.0909046   1.5045969e+20   5.4584512e+36
    0.0909955   1.5240089e+20   5.5178280e+36
    0.0910866   1.5436466e+20   5.5777618e+36
    0.0911777   1.5635190e+20   5.6382770e+36
    0.0912689   1.5836148e+20   5.6993365e+36
    0.0913602   1.6039455e+20   5.7609716e+36
    0.0914517   1.6245158e+20   5.8231948e+36
    0.0915432   1.6453187e+20   5.8859812e+36
    0.0916348   1.6663608e+20   5.9493477e+36
    0.0917265   1.6876526e+20   6.0133232e+36
    0.0918182   1.7091850e+20   6.0778776e+36
    0.0919101   1.7309683e+20   6.1430388e+36
    0.0920021   1.7529977e+20   6.2087889e+36
    0.0920941   1.7752789e+20   6.2751428e+36
    0.0921863   1.7978217e+20   6.3421248e+36
    0.0922785   1.8206161e+20   6.4097047e+36
    0.0923708   1.8436700e+20   6.4779007e+36
    0.0924633   1.8669941e+20   6.5467420e+36
    0.0925558   1.8905770e+20   6.6161917e+36
    0.0926484   1.9144270e+20   6.6862710e+36
    0.0927411   1.9385546e+20   6.7570086e+36
    0.0928339   1.9629513e+20   6.8283740e+36
    0.0929267   1.9876214e+20   6.9003788e+36
    0.0930197   2.0125795e+20   6.9730615e+36
    0.0931128   2.0378122e+20   7.0463801e+36
    0.0932060   2.0633343e+20   7.1203730e+36
    0.0932992   2.0891387e+20   7.1950171e+36
    0.0933926   2.1152325e+20   7.2703297e+36
    0.0934860   2.1416282e+20   7.3463437e+36
    0.0935796   2.1683108e+20   7.4230118e+36
    0.0936732   2.1952920e+20   7.5003643e+36
    0.0937669   2.2225831e+20   7.5784304e+36
    0.0938607   2.2501708e+20   7.6571684e+36
    0.0939546   2.2780647e+20   7.7366021e+36
    0.0940487   2.3062790e+20   7.8167682e+36
    0.0941428   2.3347988e+20   7.8976204e+36
    0.0942370   2.3636359e+20   7.9791895e+36
    0.0943313   2.3927980e+20   8.0614936e+36
    0.0944256   2.4222769e+20   8.1445047e+36
    0.0945201   2.4520889e+20   8.2282658e+36
    0.0946147   2.4822219e+20   8.3127393e+36
    0.0947094   2.5126875e+20   8.3979534e+36
    0.0948041   2.5434966e+20   8.4839348e+36
    0.0948990   2.5746344e+20   8.5706392e+36
    0.0949939   2.6061176e+20   8.6581086e+36
    0.0950890   2.6379520e+20   8.7463559e+36
    0.0951841   2.6701242e+20   8.8353386e+36
    0.0952794   2.7026514e+20   8.9251015e+36
    0.0953747   2.7355397e+20   9.0156571e+36
    0.0954701   2.7687791e+20   9.1069742e+36
    0.0955656   2.8023802e+20   9.1990774e+36
    0.0956613   2.8363546e+20   9.2919954e+36
    0.0957570   2.8706905e+20   9.3856903e+36
    0.0958528   2.9054048e+20   9.4802058e+36
    0.0959487   2.9404867e+20   9.5755067e+36
    0.0960447   2.9759497e+20   9.6716269e+36
    0.0961408   3.0118020e+20   9.7685830e+36
    0.0962370   3.0480321e+20   9.8663406e+36
    0.0963333   3.0846488e+20   9.9649194e+36
    0.0964297   3.1216740e+20   1.0064374e+37
    0.0965262   3.1590821e+20   1.0164631e+37
    0.0966227   3.1968936e+20   1.0265741e+37
    0.0967194   3.2351188e+20   1.0367727e+37
    0.0968162   3.2737405e+20   1.0470539e+37
    0.0969130   3.3127760e+20   1.0574219e+37
    0.0970100   3.3522375e+20   1.0678793e+37
    0.0971071   3.3921088e+20   1.0784216e+37
    0.0972043   3.4324137e+20   1.0890546e+37
    0.0973015   3.4731316e+20   1.0997723e+37
    0.0973989   3.5142851e+20   1.1105802e+37
    0.0974963   3.5558821e+20   1.1214800e+37
    0.0975939   3.5979089e+20   1.1324675e+37
    0.0976915   3.6403786e+20   1.1435458e+37
    0.0977893   3.6833075e+20   1.1547187e+37
    0.0978871   3.7266751e+20   1.1659802e+37
    0.0979850   3.7704964e+20   1.1773339e+37
    0.0980831   3.8147904e+20   1.1887841e+37
    0.0981812   3.8595370e+20   1.2003252e+37
    0.0982795   3.9047506e+20   1.2119605e+37
    0.0983778   3.9504461e+20   1.2236932e+37
    0.0984762   3.9966071e+20   1.2355187e+37
    0.0985748   4.0432610e+20   1.2474434e+37
    0.0986734   4.0903889e+20   1.2594621e+37
    0.0987721   4.1380040e+20   1.2715774e+37
    0.0988710   4.1861270e+20   1.2837944e+37
    0.0989699   4.2347317e+20   1.2961059e+37
    0.0990689   4.2838416e+20   1.3085172e+37
    0.0991680   4.3334714e+20   1.3210313e+37
    0.0992673   4.3835960e+20   1.3336417e+37
    0.0993666   4.4342356e+20   1.3463528e+37
    0.0994660   4.4854126e+20   1.3591698e+37
    0.0995655   4.5370991e+20   1.3720851e+37
    0.0996651   4.5893157e+20   1.3851031e+37
    0.0997649   4.6420816e+20   1.3982285e+37
    0.0998647   4.6953679e+20   1.4114531e+37
    0.0999646   4.7492169e+20   1.4247872e+37
     0.100065   4.8035964e+20   1.4382222e+37
     0.100165   4.8585383e+20   1.4517653e+37
     0.100265   4.9140280e+20   1.4654124e+37
     0.100365   4.9700871e+20   1.4791682e+37
     0.100466   5.0267166e+20   1.4930326e+37
     0.100566   5.0839107e+20   1.5070034e+37
     0.100667   5.1416885e+20   1.5210846e+37
     0.100768   5.2000467e+20   1.5352750e+37
     0.100868   5.2589955e+20   1.5495766e+37
     0.100969   5.3185283e+20   1.5639871e+37
     0.101070   5.3786653e+20   1.5785107e+37
     0.101171   5.4394028e+20   1.5931461e+37
     0.101273   5.5007446e+20   1.6078935e+37
     0.101374   5.5627019e+20   1.6227550e+37
     0.101475   5.6252820e+20   1.6377316e+37
     0.101577   5.6884841e+20   1.6528229e+37
     0.101679   5.7523069e+20   1.6680275e+37
     0.101780   5.8167692e+20   1.6833498e+37
     0.101882   5.8818722e+20   1.6987890e+37
     0.101984   5.9476126e+20   1.7143439e+37
     0.102086   6.0140085e+20   1.7300181e+37
     0.102188   6.0810616e+20   1.7458114e+37
     0.102291   6.1487782e+20   1.7617248e+37
     0.102393   6.2171471e+20   1.7777549e+37
     0.102495   6.2862045e+20   1.7939095e+37
     0.102598   6.3559349e+20   1.8101842e+37
     0.102701   6.4263348e+20   1.8265777e+37
     0.102803   6.4974402e+20   1.8430979e+37
